fecha;material;cantidad
9/09/2015;MUFAS PUP;1
9/09/2015;BANDEJAS;4
9/09/2015;FIBRA OPTICA DE 48 HILOS;324
9/09/2015;BANDEJAS;1
10/09/2015;BANDEJAS;8
10/09/2015;MUFAS PUP;2
10/09/2015;CRUCETAS;2
10/09/2015;FIBRA OPTICA DE 48 HILOS;471
10/09/2015;BANDEJAS;2
10/09/2015;FIBRA OPTICA DE 48 HILOS;150
10/09/2015;MUFAS PUP;2
10/09/2015;BANDEJAS;8
10/09/2015;BANDEJAS;2
10/09/2015;FIBRA OPTICA DE 48 HILOS;105
10/09/2015;BANDEJAS;2
11/09/2015;BANDEJAS;8
11/09/2015;MUFAS PUP;2
11/09/2015;MUFAS PUP;1
11/09/2015;BANDEJAS;1
11/09/2015;FIBRA OPTICA DE 48 HILOS;500
12/09/2015;BANDEJAS;8
12/09/2015;MUFAS PUP;2
12/09/2015;MUFAS PUP;2
12/09/2015;BANDEJAS;10
14/09/2015;MUFAS PUP;2
14/09/2015;BANDEJAS;8
14/09/2015;FIBRA OPTICA DE 48 HILOS;83
15/09/2015;MUFAS PUP;2
15/09/2015;BANDEJAS;8
15/09/2015;MUFAS PUP;2
15/09/2015;BANDEJAS;2
15/09/2015;MUFAS PUP;1
15/09/2015;BANDEJAS;1
16/09/2015;BANDEJAS;1
16/09/2015;MUFAS PUP;1
16/09/2015;BANDEJAS;4
17/09/2015;BANDEJAS;1
17/09/2015;MUFAS PUP;5
17/09/2015;BANDEJAS;20
17/09/2015;MUFAS PUP;1
17/09/2015;BANDEJAS;1
17/09/2015;MUFAS PUP;2
17/09/2015;BANDEJAS;8
17/09/2015;MUFAS PUP;2
17/09/2015;BANDEJAS;2
17/09/2015;BANDEJAS;1
18/09/2015;MUFAS PUP;1
18/09/2015;BANDEJAS;1
19/09/2015;CRUCETAS;2
19/09/2015;BANDEJAS;8
19/09/2015;MUFAS PUP;2
19/09/2015;FIBRA OPTICA DE 48 HILOS;166
19/09/2015;MUFAS PUP;1
19/09/2015;BANDEJAS;4
20/09/2015;MUFAS PUP;1
20/09/2015;BANDEJAS;4
20/09/2015;MUFAS PUP;2
20/09/2015;BANDEJAS;2
20/09/2015;MUFAS PUP;2
20/09/2015;BANDEJAS;2
21/09/2015;MUFAS PUP;1
21/09/2015;BANDEJAS;1
23/09/2015;BANDEJAS;8
23/09/2015;MUFAS PUP;2
23/09/2015;BANDEJAS;1
23/09/2015;BANDEJAS;1
23/09/2015;MUFAS PUP;1
23/09/2015;BANDEJAS;4
23/09/2015;FIBRA OPTICA DE 48 HILOS;266
23/09/2015;MUFAS PUP;2
23/09/2015;BANDEJAS;8
23/09/2015;FIBRA OPTICA DE 48 HILOS;152
24/09/2015;MUFAS PUP;1
24/09/2015;BANDEJAS;3
24/09/2015;BANDEJAS;1
24/09/2015;BANDEJAS;2
24/09/2015;MUFAS PUP;1
24/09/2015;MUFAS PUP;1
24/09/2015;BANDEJAS;2
24/09/2015;MUFAS PUP;1
24/09/2015;BANDEJAS;4
24/09/2015;BANDEJAS;4
24/09/2015;MUFAS PUP;1
25/09/2015;BANDEJAS;4
25/09/2015;CRUCETAS;1
25/09/2015;MUFAS PUP;1
25/09/2015;MUFAS PUP;1
25/09/2015;BANDEJAS;4
25/09/2015;MUFAS PUP;4
25/09/2015;BANDEJAS;16
25/09/2015;MUFAS PUP;1
25/09/2015;BANDEJAS;1
25/09/2015;MUFAS PUP;2
25/09/2015;BANDEJAS;4
25/09/2015;MUFAS PUP;1
25/09/2015;BANDEJAS;2
25/09/2015;FIBRA OPTICA DE 48 HILOS;95
25/09/2015;FIBRA OPTICA DE 48 HILOS;167
26/09/2015;MUFAS PUP;2
26/09/2015;BANDEJAS;8
26/09/2015;MUFAS PUP;1
26/09/2015;BANDEJAS;4
26/09/2015;FIBRA OPTICA DE 48 HILOS;110
26/09/2015;BANDEJAS;4
27/09/2015;MUFAS PUP;2
27/09/2015;BANDEJAS;8
27/09/2015;BANDEJAS;4
27/09/2015;FIBRA OPTICA DE 48 HILOS;249
28/09/2015;MUFAS PUP;1
28/09/2015;BANDEJAS;4
28/09/2015;BANDEJAS;1
29/09/2015;MUFAS PUP;1
29/09/2015;BANDEJAS;4
29/09/2015;BANDEJAS;8
30/09/2015;CRUCETAS;2
30/09/2015;MUFAS PUP;2
30/09/2015;BANDEJAS;8
30/09/2015;FIBRA OPTICA DE 48 HILOS;555
30/09/2015;MUFAS PUP;2
30/09/2015;MUFAS PUP;2
30/09/2015;BANDEJAS;12
1/10/2015;MUFAS PUP;2
1/10/2015;BANDEJAS;2
1/10/2015;BANDEJAS;2
1/10/2015;FIBRA OPTICA DE 48 HILOS;153
2/10/2015;BANDEJAS;4
2/10/2015;MUFAS PUP;1
2/10/2015;MUFAS PUP;2
2/10/2015;BANDEJAS;8
2/10/2015;BANDEJAS;2
3/10/2015;MUFAS PUP;1
3/10/2015;BANDEJAS;4
3/10/2015;MUFAS PUP;1
3/10/2015;BANDEJAS;4
3/10/2015;FIBRA OPTICA DE 48 HILOS;149
3/10/2015;MUFAS PUP;2
3/10/2015;BANDEJAS;8
4/10/2015;MUFAS PUP;1
4/10/2015;BANDEJAS;2
4/10/2015;MUFAS PUP;1
4/10/2015;BANDEJAS;4
4/10/2015;BANDEJAS;1
5/10/2015;MUFAS PUP;1
5/10/2015;BANDEJAS;1
5/10/2015;FIBRA OPTICA DE 48 HILOS;74
6/10/2015;MUFAS PUP;1
6/10/2015;BANDEJAS;4
6/10/2015;BANDEJAS;2
6/10/2015;MUFAS PUP;2
6/10/2015;CRUCETAS;1
6/10/2015;BANDEJAS;4
6/10/2015;MUFAS PUP;1
6/10/2015;MUFAS PUP;1
6/10/2015;MUFAS PUP;1
6/10/2015;BANDEJAS;1
6/10/2015;MUFAS PUP;1
6/10/2015;BANDEJAS;2
6/10/2015;BANDEJAS;2
9/10/2015;MUFAS PUP;2
9/10/2015;BANDEJAS;16
9/10/2015;FIBRA OPTICA DE 48 HILOS;120
9/10/2015;CRUCETAS;1
9/10/2015;MUFAS PUP;5
9/10/2015;BANDEJAS;11
9/10/2015;CRUCETAS;3
9/10/2015;BANDEJAS;2
10/10/2015;MUFAS PUP;2
10/10/2015;BANDEJAS;8
10/10/2015;MUFAS PUP;1
10/10/2015;BANDEJAS;4
10/10/2015;BANDEJAS;2
12/10/2015;MUFAS PUP;1
12/10/2015;BANDEJAS;4
13/10/2015;MUFAS PUP;1
13/10/2015;BANDEJAS;2
14/10/2015;BANDEJAS;2
15/10/2015;MUFAS PUP;1
15/10/2015;BANDEJAS;4
15/10/2015;FIBRA OPTICA DE 48 HILOS;558
15/10/2015;MUFAS PUP;1
15/10/2015;BANDEJAS;1
15/10/2015;BANDEJAS;8
15/10/2015;MUFAS PUP;2
15/10/2015;FIBRA OPTICA DE 48 HILOS;315
15/10/2015;BANDEJAS;1
16/10/2015;BANDEJAS;12
16/10/2015;FIBRA OPTICA DE 48 HILOS;495
16/10/2015;MUFAS PUP;3
16/10/2015;MUFAS PUP;1
16/10/2015;BANDEJAS;5
16/10/2015;BANDEJAS;2
17/10/2015;MUFAS PUP;2
17/10/2015;BANDEJAS;8
17/10/2015;FIBRA OPTICA DE 48 HILOS;231
17/10/2015;MUFAS PUP;2
17/10/2015;BANDEJAS;8
17/10/2015;BANDEJAS;1
20/10/2015;BANDEJAS;1
21/10/2015;BANDEJAS;1
22/10/2015;MUFAS PUP;1
22/10/2015;BANDEJAS;4
22/10/2015;FIBRA OPTICA DE 48 HILOS;312
22/10/2015;BANDEJAS;2
23/10/2015;MUFAS PUP;1
23/10/2015;BANDEJAS;2
24/10/2015;MUFAS PUP;1
24/10/2015;BANDEJAS;1
24/10/2015;MUFAS PUP;1
24/10/2015;BANDEJAS;4
24/10/2015;BANDEJAS;2
24/10/2015;MUFAS PUP;1
24/10/2015;FIBRA OPTICA DE 48 HILOS;220
25/10/2015;MUFAS PUP;1
25/10/2015;BANDEJAS;4
26/10/2015;FIBRA OPTICA DE 48 HILOS;172
26/10/2015;BANDEJAS;8
26/10/2015;MUFAS PUP;2
26/10/2015;BANDEJAS;1
28/10/2015;CRUCETAS;1
30/10/2015;BANDEJAS;8
30/10/2015;MUFAS PUP;2
30/10/2015;BANDEJAS;8
30/10/2015;BANDEJAS;1
30/10/2015;FIBRA OPTICA DE 48 HILOS;176
30/10/2015;FIBRA OPTICA DE 48 HILOS;304
30/10/2015;MUFAS PUP;2
30/10/2015;BANDEJAS;8
30/10/2015;CRUCETAS;2
30/10/2015;FIBRA OPTICA DE 48 HILOS;176
30/10/2015;FIBRA OPTICA DE 48 HILOS;304
31/10/2015;BANDEJAS;3
31/10/2015;BANDEJAS;2
31/10/2015;BANDEJAS;1
1/11/2015;MUFAS PUP;1
1/11/2015;BANDEJAS;4
1/11/2015;MUFAS PUP;1
1/11/2015;BANDEJAS;2
2/11/2015;FIBRA OPTICA DE 48 HILOS;250
2/11/2015;BANDEJAS;2
2/11/2015;BANDEJAS;2
2/11/2015;BANDEJAS;2
2/11/2015;BANDEJAS;2
2/11/2015;MUFAS PUP;1
2/11/2015;BANDEJAS;1
3/11/2015;MUFAS PUP;1
3/11/2015;BANDEJAS;4
3/11/2015;FIBRA OPTICA DE 48 HILOS;250
3/11/2015;BANDEJAS;4
3/11/2015;MUFAS PUP;2
3/11/2015;BANDEJAS;8
3/11/2015;BANDEJAS;1
3/11/2015;BANDEJAS;2
3/11/2015;FIBRA OPTICA DE 48 HILOS;310
3/11/2015;BANDEJAS;2
3/11/2015;BANDEJAS;2
3/11/2015;BANDEJAS;8
3/11/2015;FIBRA OPTICA DE 48 HILOS;150
4/11/2015;BANDEJAS;1
4/11/2015;BANDEJAS;2
5/11/2015;MUFAS PUP;1
5/11/2015;BANDEJAS;4
5/11/2015;FIBRA OPTICA DE 48 HILOS;406
5/11/2015;BANDEJAS;2
6/11/2015;BANDEJAS;2
6/11/2015;BANDEJAS;1
6/11/2015;MUFAS PUP;1
6/11/2015;BANDEJAS;4
7/11/2015;BANDEJAS;1
7/11/2015;FIBRA OPTICA DE 48 HILOS;110
7/11/2015;MUFAS PUP;2
7/11/2015;BANDEJAS;8
8/11/2015;BANDEJAS;2
9/11/2015;BANDEJAS;2
9/11/2015;BANDEJAS;4
9/11/2015;MUFAS PUP;2
9/11/2015;BANDEJAS;8
9/11/2015;BANDEJAS;2
9/11/2015;FIBRA OPTICA DE 48 HILOS;147
9/11/2015;BANDEJAS;1
9/11/2015;BANDEJAS;2
9/11/2015;BANDEJAS;1
9/11/2015;FIBRA OPTICA DE 48 HILOS;105
10/11/2015;MUFAS PUP;1
10/11/2015;BANDEJAS;2
10/11/2015;BANDEJAS;8
10/11/2015;BANDEJAS;8
10/11/2015;FIBRA OPTICA DE 48 HILOS;160
10/11/2015;BANDEJAS;2
10/11/2015;MUFAS PUP;2
11/11/2015;MUFAS PUP;1
11/11/2015;BANDEJAS;3
11/11/2015;BANDEJAS;1
12/11/2015;FIBRA OPTICA DE 48 HILOS;250
12/11/2015;MUFAS PUP;2
12/11/2015;BANDEJAS;8
12/11/2015;BANDEJAS;2
13/11/2015;BANDEJAS;2
13/11/2015;BANDEJAS;2
13/11/2015;BANDEJAS;2
14/11/2015;BANDEJAS;2
14/11/2015;MUFAS PUP;2
14/11/2015;BANDEJAS;8
14/11/2015;FIBRA OPTICA DE 48 HILOS;90
14/11/2015;CRUCETAS;2
15/11/2015;BANDEJAS;2
16/11/2015;BANDEJAS;4
16/11/2015;MUFAS PUP;1
16/11/2015;MUFAS PUP;1
16/11/2015;BANDEJAS;3
16/11/2015;BANDEJAS;5
16/11/2015;BANDEJAS;2
16/11/2015;BANDEJAS;1
16/11/2015;BANDEJAS;2
16/11/2015;FIBRA OPTICA DE 48 HILOS;120
17/11/2015;FIBRA OPTICA DE 48 HILOS;250
17/11/2015;MUFAS PUP;2
17/11/2015;BANDEJAS;8
17/11/2015;BANDEJAS;1
17/11/2015;BANDEJAS;2
17/11/2015;BANDEJAS;2
17/11/2015;BANDEJAS;1
17/11/2015;FIBRA OPTICA DE 48 HILOS;100
18/11/2015;BANDEJAS;2
18/11/2015;MUFAS PUP;1
18/11/2015;BANDEJAS;2
18/11/2015;BANDEJAS;1
19/11/2015;FIBRA OPTICA DE 48 HILOS;33
19/11/2015;BANDEJAS;1
20/11/2015;BANDEJAS;4
20/11/2015;MUFAS PUP;1
20/11/2015;MUFAS PUP;1
20/11/2015;BANDEJAS;4
20/11/2015;BANDEJAS;2
20/11/2015;BANDEJAS;2
20/11/2015;BANDEJAS;2
20/11/2015;BANDEJAS;1
21/11/2015;MUFAS PUP;1
21/11/2015;BANDEJAS;4
21/11/2015;BANDEJAS;1
21/11/2015;FIBRA OPTICA DE 48 HILOS;109
21/11/2015;BANDEJAS;1
22/11/2015;MUFAS PUP;1
22/11/2015;BANDEJAS;4
22/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;2
23/11/2015;BANDEJAS;1
23/11/2015;BANDEJAS;1
24/11/2015;BANDEJAS;1
25/11/2015;BANDEJAS;2
25/11/2015;MUFAS PUP;1
26/11/2015;FIBRA OPTICA DE 48 HILOS;1221
26/11/2015;MUFAS PUP;1
26/11/2015;BANDEJAS;4
26/11/2015;BANDEJAS;1
26/11/2015;BANDEJAS;3
26/11/2015;BANDEJAS;1
26/11/2015;MUFAS PUP;1
26/11/2015;BANDEJAS;2
27/11/2015;BANDEJAS;1
27/11/2015;MUFAS PUP;1
27/11/2015;BANDEJAS;2
27/11/2015;BANDEJAS;8
27/11/2015;FIBRA OPTICA DE 48 HILOS;300
27/11/2015;FIBRA OPTICA DE 48 HILOS;500
27/11/2015;MUFAS PUP;2
27/11/2015;BANDEJAS;8
27/11/2015;FIBRA OPTICA DE 48 HILOS;300
27/11/2015;CRUCETAS;2
28/11/2015;BANDEJAS;1
29/11/2015;MUFAS PUP;2
29/11/2015;FIBRA OPTICA DE 48 HILOS;338
29/11/2015;BANDEJAS;2
29/11/2015;FIBRA OPTICA DE 48 HILOS;346
29/11/2015;BANDEJAS;2
30/11/2015;BANDEJAS;1
30/11/2015;MUFAS PUP;1
30/11/2015;BANDEJAS;2
30/11/2015;BANDEJAS;2
30/11/2015;BANDEJAS;1
30/11/2015;BANDEJAS;1
30/11/2015;BANDEJAS;1
1/12/2015;BANDEJAS;2
1/12/2015;FIBRA OPTICA DE 48 HILOS;780
1/12/2015;FIBRA OPTICA DE 48 HILOS;750
1/12/2015;BANDEJAS;2
1/12/2015;FIBRA OPTICA DE 48 HILOS;236
1/12/2015;BANDEJAS;1
1/12/2015;BANDEJAS;2
1/12/2015;MUFAS PUP;1
1/12/2015;BANDEJAS;4
2/12/2015;BANDEJAS;2
2/12/2015;BANDEJAS;2
2/12/2015;FIBRA OPTICA DE 48 HILOS;203
2/12/2015;BANDEJAS;4
2/12/2015;FIBRA OPTICA DE 48 HILOS;352
3/12/2015;BANDEJAS;2
3/12/2015;BANDEJAS;2
3/12/2015;BANDEJAS;3
4/12/2015;BANDEJAS;1
4/12/2015;BANDEJAS;1
4/12/2015;BANDEJAS;1
5/12/2015;BANDEJAS;2
6/12/2015;MUFAS PUP;2
6/12/2015;BANDEJAS;4
7/12/2015;MUFAS PUP;1
7/12/2015;BANDEJAS;1
7/12/2015;BANDEJAS;2
8/12/2015;BANDEJAS;4
8/12/2015;MUFAS PUP;1
8/12/2015;MUFAS PUP;1
8/12/2015;BANDEJAS;4
9/12/2015;BANDEJAS;2
9/12/2015;BANDEJAS;1
10/12/2015;BANDEJAS;1
10/12/2015;BANDEJAS;2
10/12/2015;BANDEJAS;1
10/12/2015;BANDEJAS;1
10/12/2015;BANDEJAS;1
11/12/2015;BANDEJAS;1
13/12/2015;BANDEJAS;2
14/12/2015;MUFAS PUP;1
14/12/2015;BANDEJAS;4
14/12/2015;FIBRA OPTICA DE 48 HILOS;240
14/12/2015;FIBRA OPTICA DE 48 HILOS;300
15/12/2015;MUFAS PUP;1
15/12/2015;MUFAS PUP;2
15/12/2015;BANDEJAS;8
15/12/2015;BANDEJAS;2
15/12/2015;BANDEJAS;1
15/12/2015;BANDEJAS;8
15/12/2015;BANDEJAS;2
15/12/2015;FIBRA OPTICA DE 48 HILOS;300
15/12/2015;FIBRA OPTICA DE 48 HILOS;300
16/12/2015;MUFAS PUP;1
16/12/2015;BANDEJAS;2
17/12/2015;BANDEJAS;1
18/12/2015;FIBRA OPTICA DE 48 HILOS;1000
18/12/2015;BANDEJAS;4
19/12/2015;FIBRA OPTICA DE 48 HILOS;300
19/12/2015;BANDEJAS;2
19/12/2015;FIBRA OPTICA DE 48 HILOS;137
19/12/2015;BANDEJAS;2
20/12/2015;BANDEJAS;4
20/12/2015;MUFAS PUP;1
20/12/2015;BANDEJAS;2
20/12/2015;MUFAS PUP;2
20/12/2015;BANDEJAS;8
20/12/2015;FIBRA OPTICA DE 48 HILOS;157
21/12/2015;BANDEJAS;2
21/12/2015;FIBRA OPTICA DE 48 HILOS;300
21/12/2015;BANDEJAS;1
21/12/2015;BANDEJAS;2
21/12/2015;BANDEJAS;2
21/12/2015;BANDEJAS;2
21/12/2015;BANDEJAS;1
21/12/2015;BANDEJAS;2
22/12/2015;MUFAS PUP;1
22/12/2015;BANDEJAS;4
22/12/2015;BANDEJAS;1
22/12/2015;BANDEJAS;1
23/12/2015;BANDEJAS;2
23/12/2015;BANDEJAS;2
23/12/2015;FIBRA OPTICA DE 48 HILOS;163
24/12/2015;BANDEJAS;2
25/12/2015;BANDEJAS;3
26/12/2015;FIBRA OPTICA DE 48 HILOS;389
26/12/2015;MUFAS PUP;1
26/12/2015;BANDEJAS;4
26/12/2015;MUFAS PUP;1
26/12/2015;BANDEJAS;4
28/12/2015;BANDEJAS;1
28/12/2015;BANDEJAS;2
29/12/2015;BANDEJAS;2
30/12/2015;MUFAS PUP;2
30/12/2015;BANDEJAS;8
30/12/2015;BANDEJAS;2
31/12/2015;BANDEJAS;2
31/12/2015;BANDEJAS;1
31/12/2015;FIBRA OPTICA DE 48 HILOS;210
31/12/2015;MUFAS PUP;2
31/12/2015;BANDEJAS;2
31/12/2015;BANDEJAS;1
1/01/2016;MUFAS PUP;1
1/01/2016;BANDEJAS;4
1/01/2016;BANDEJAS;2
1/01/2016;FIBRA OPTICA DE 48 HILOS;137
4/01/2016;BANDEJAS;2
4/01/2016;BANDEJAS;1
4/01/2016;BANDEJAS;2
5/01/2016;BANDEJAS;2
5/01/2016;BANDEJAS;2
5/01/2016;BANDEJAS;1
5/01/2016;BANDEJAS;1
5/01/2016;BANDEJAS;1
6/01/2016;BANDEJAS;2
6/01/2016;BANDEJAS;2
6/01/2016;BANDEJAS;2
6/01/2016;BANDEJAS;2
7/01/2016;BANDEJAS;1
7/01/2016;BANDEJAS;1
8/01/2016;BANDEJAS;1
8/01/2016;CRUCETAS;2
8/01/2016;CRUCETAS;1
9/01/2016;FIBRA OPTICA DE 48 HILOS;830
9/01/2016;MUFAS PUP;2
9/01/2016;BANDEJAS;8
10/01/2016;BANDEJAS;2
11/01/2016;BANDEJAS;1
11/01/2016;MUFAS PUP;1
11/01/2016;BANDEJAS;2
11/01/2016;BANDEJAS;2
11/01/2016;FIBRA OPTICA DE 48 HILOS;207
11/01/2016;BANDEJAS;2
11/01/2016;MUFAS PUP;1
11/01/2016;BANDEJAS;2
11/01/2016;FIBRA OPTICA DE 48 HILOS;200
12/01/2016;BANDEJAS;2
12/01/2016;BANDEJAS;2
13/01/2016;MUFAS PUP;1
13/01/2016;BANDEJAS;3
13/01/2016;BANDEJAS;2
13/01/2016;BANDEJAS;1
13/01/2016;BANDEJAS;1
13/01/2016;BANDEJAS;1
14/01/2016;BANDEJAS;8
14/01/2016;FIBRA OPTICA DE 48 HILOS;210
14/01/2016;MUFAS PUP;1
14/01/2016;BANDEJAS;4
14/01/2016;MUFAS PUP;1
14/01/2016;BANDEJAS;4
14/01/2016;BANDEJAS;4
15/01/2016;MUFAS PUP;1
15/01/2016;BANDEJAS;4
15/01/2016;FIBRA OPTICA DE 48 HILOS;95
15/01/2016;MUFAS PUP;2
15/01/2016;BANDEJAS;8
15/01/2016;BANDEJAS;2
15/01/2016;MUFAS PUP;1
15/01/2016;BANDEJAS;4
16/01/2016;BANDEJAS;1
16/01/2016;BANDEJAS;2
17/01/2016;MUFAS PUP;4
17/01/2016;BANDEJAS;9
17/01/2016;FIBRA OPTICA DE 48 HILOS;250
17/01/2016;MUFAS PUP;2
17/01/2016;BANDEJAS;8
17/01/2016;FIBRA OPTICA DE 48 HILOS;200
17/01/2016;BANDEJAS;7
18/01/2016;BANDEJAS;2
18/01/2016;BANDEJAS;1
18/01/2016;BANDEJAS;2
19/01/2016;CRUCETAS;1
19/01/2016;BANDEJAS;4
19/01/2016;MUFAS PUP;1
20/01/2016;BANDEJAS;2
20/01/2016;MUFAS PUP;1
20/01/2016;BANDEJAS;6
20/01/2016;FIBRA OPTICA DE 48 HILOS;500
20/01/2016;CRUCETAS;1
20/01/2016;MUFAS PUP;1
20/01/2016;BANDEJAS;4
20/01/2016;BANDEJAS;2
20/01/2016;FIBRA OPTICA DE 48 HILOS;108
20/01/2016;MUFAS PUP;2
20/01/2016;BANDEJAS;2
21/01/2016;BANDEJAS;1
21/01/2016;MUFAS PUP;1
21/01/2016;BANDEJAS;1
21/01/2016;MUFAS PUP;1
21/01/2016;BANDEJAS;2
21/01/2016;BANDEJAS;1
21/01/2016;BANDEJAS;2
22/01/2016;BANDEJAS;4
22/01/2016;MUFAS PUP;1
22/01/2016;BANDEJAS;8
22/01/2016;MUFAS PUP;1
22/01/2016;BANDEJAS;2
24/01/2016;MUFAS PUP;1
24/01/2016;FIBRA OPTICA DE 48 HILOS;300
24/01/2016;BANDEJAS;1
24/01/2016;BANDEJAS;1
25/01/2016;BANDEJAS;2
25/01/2016;BANDEJAS;2
25/01/2016;BANDEJAS;1
25/01/2016;BANDEJAS;1
25/01/2016;MUFAS PUP;1
25/01/2016;BANDEJAS;1
26/01/2016;MUFAS PUP;1
26/01/2016;BANDEJAS;4
26/01/2016;FIBRA OPTICA DE 48 HILOS;500
26/01/2016;BANDEJAS;4
26/01/2016;MUFAS PUP;2
27/01/2016;BANDEJAS;2
27/01/2016;FIBRA OPTICA DE 48 HILOS;1000
27/01/2016;BANDEJAS;1
27/01/2016;BANDEJAS;1
27/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;1
28/01/2016;BANDEJAS;4
29/01/2016;BANDEJAS;3
30/01/2016;MUFAS PUP;1
30/01/2016;BANDEJAS;3
31/01/2016;MUFAS PUP;1
31/01/2016;BANDEJAS;4
1/02/2016;BANDEJAS;1
1/02/2016;MUFAS PUP;1
1/02/2016;BANDEJAS;4
1/02/2016;BANDEJAS;1
1/02/2016;MUFAS PUP;1
1/02/2016;BANDEJAS;1
1/02/2016;BANDEJAS;8
1/02/2016;FIBRA OPTICA DE 48 HILOS;109
1/02/2016;BANDEJAS;2
2/02/2016;FIBRA OPTICA DE 48 HILOS;500
2/02/2016;BANDEJAS;2
3/02/2016;FIBRA OPTICA DE 48 HILOS;300
3/02/2016;MUFAS PUP;1
3/02/2016;BANDEJAS;4
3/02/2016;BANDEJAS;1
4/02/2016;MUFAS PUP;1
4/02/2016;BANDEJAS;4
4/02/2016;BANDEJAS;2
4/02/2016;FIBRA OPTICA DE 48 HILOS;200
4/02/2016;BANDEJAS;1
4/02/2016;BANDEJAS;2
4/02/2016;BANDEJAS;1
5/02/2016;FIBRA OPTICA DE 48 HILOS;264
5/02/2016;MUFAS PUP;1
5/02/2016;BANDEJAS;4
5/02/2016;BANDEJAS;2
5/02/2016;MUFAS PUP;1
5/02/2016;FIBRA OPTICA DE 48 HILOS;171
5/02/2016;BANDEJAS;4
5/02/2016;BANDEJAS;1
5/02/2016;BANDEJAS;1
6/02/2016;BANDEJAS;4
6/02/2016;FIBRA OPTICA DE 48 HILOS;220
8/02/2016;BANDEJAS;2
8/02/2016;MUFAS PUP;1
8/02/2016;BANDEJAS;4
8/02/2016;BANDEJAS;1
10/02/2016;MUFAS PUP;1
10/02/2016;BANDEJAS;8
10/02/2016;FIBRA OPTICA DE 48 HILOS;111
10/02/2016;MUFAS PUP;1
10/02/2016;MUFAS PUP;1
10/02/2016;BANDEJAS;4
10/02/2016;FIBRA OPTICA DE 48 HILOS;241
10/02/2016;MUFAS PUP;1
10/02/2016;BANDEJAS;1
10/02/2016;FIBRA OPTICA DE 48 HILOS;104
10/02/2016;MUFAS PUP;2
10/02/2016;BANDEJAS;8
10/02/2016;BANDEJAS;2
10/02/2016;BANDEJAS;1
10/02/2016;FIBRA OPTICA DE 48 HILOS;114
11/02/2016;BANDEJAS;2
11/02/2016;MUFAS PUP;1
11/02/2016;BANDEJAS;4
11/02/2016;FIBRA OPTICA DE 48 HILOS;750
11/02/2016;BANDEJAS;3
11/02/2016;BANDEJAS;1
11/02/2016;BANDEJAS;2
11/02/2016;BANDEJAS;1
11/02/2016;BANDEJAS;2
12/02/2016;BANDEJAS;2
12/02/2016;MUFAS PUP;1
12/02/2016;BANDEJAS;1
12/02/2016;BANDEJAS;2
12/02/2016;BANDEJAS;2
13/02/2016;BANDEJAS;8
13/02/2016;MUFAS PUP;2
13/02/2016;CRUCETAS;1
13/02/2016;FIBRA OPTICA DE 48 HILOS;300
15/02/2016;MUFAS PUP;1
15/02/2016;BANDEJAS;4
15/02/2016;MUFAS PUP;2
15/02/2016;BANDEJAS;4
15/02/2016;BANDEJAS;2
15/02/2016;BANDEJAS;2
15/02/2016;BANDEJAS;1
16/02/2016;FIBRA OPTICA DE 48 HILOS;100
16/02/2016;BANDEJAS;2
16/02/2016;BANDEJAS;10
16/02/2016;FIBRA OPTICA DE 48 HILOS;225
16/02/2016;MUFAS PUP;1
16/02/2016;MUFAS PUP;1
16/02/2016;BANDEJAS;4
16/02/2016;BANDEJAS;1
16/02/2016;BANDEJAS;1
16/02/2016;BANDEJAS;1
16/02/2016;BANDEJAS;2
17/02/2016;MUFAS PUP;1
17/02/2016;BANDEJAS;1
17/02/2016;MUFAS PUP;1
17/02/2016;BANDEJAS;3
17/02/2016;BANDEJAS;1
18/02/2016;BANDEJAS;1
18/02/2016;MUFAS PUP;1
18/02/2016;BANDEJAS;4
18/02/2016;FIBRA OPTICA DE 48 HILOS;350
18/02/2016;BANDEJAS;1
18/02/2016;BANDEJAS;1
18/02/2016;FIBRA OPTICA DE 48 HILOS;300
18/02/2016;MUFAS PUP;1
18/02/2016;BANDEJAS;2
18/02/2016;BANDEJAS;1
19/02/2016;FIBRA OPTICA DE 48 HILOS;580
19/02/2016;MUFAS PUP;1
19/02/2016;BANDEJAS;4
19/02/2016;BANDEJAS;4
19/02/2016;FIBRA OPTICA DE 48 HILOS;150
19/02/2016;BANDEJAS;1
19/02/2016;BANDEJAS;1
20/02/2016;MUFAS PUP;1
20/02/2016;BANDEJAS;4
20/02/2016;BANDEJAS;1
21/02/2016;BANDEJAS;8
21/02/2016;FIBRA OPTICA DE 48 HILOS;180
22/02/2016;BANDEJAS;1
22/02/2016;BANDEJAS;2
22/02/2016;BANDEJAS;1
22/02/2016;BANDEJAS;2
22/02/2016;BANDEJAS;1
23/02/2016;BANDEJAS;2
23/02/2016;BANDEJAS;2
23/02/2016;BANDEJAS;1
23/02/2016;BANDEJAS;2
23/02/2016;MUFAS PUP;2
23/02/2016;BANDEJAS;8
